m,TagName,
"2020-12-01 00:00:00","c","2642"
"2020-12-01 00:00:00","c#","5728"
"2020-12-01 00:00:00","c++","4444"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7805"
"2020-12-01 00:00:00","javascript","16007"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4777"
"2020-12-01 00:00:00","python","22182"
"2020-12-01 00:00:00","r","4338"
"2020-12-01 00:00:00","ruby","500"
"2020-12-01 00:00:00","swift","2098"
"2021-01-01 00:00:00","assembly","308"
"2021-01-01 00:00:00","c","2567"
"2021-01-01 00:00:00","c#","6182"
"2021-01-01 00:00:00","c++","4100"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8015"
"2021-01-01 00:00:00","javascript","16860"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4739"
"2021-01-01 00:00:00","python","22867"
"2021-01-01 00:00:00","r","4339"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2311"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2235"
"2021-02-01 00:00:00","c#","5789"
"2021-02-01 00:00:00","c++","4091"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","567"
"2021-02-01 00:00:00","java","7574"
"2021-02-01 00:00:00","javascript","15260"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4364"
"2021-02-01 00:00:00","python","21387"
"2021-02-01 00:00:00","r","4324"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2256"
"2021-03-01 00:00:00","assembly","321"
"2021-03-01 00:00:00","c","2483"
"2021-03-01 00:00:00","c#","6387"
"2021-03-01 00:00:00","c++","4293"
"2021-03-01 00:00:00","delphi","254"
"2021-03-01 00:00:00","go","758"
"2021-03-01 00:00:00","java","8654"
"2021-03-01 00:00:00","javascript","16750"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4736"
"2021-03-01 00:00:00","python","23839"
"2021-03-01 00:00:00","r","5171"
"2021-03-01 00:00:00","ruby","497"
"2021-03-01 00:00:00","swift","2377"
"2021-04-01 00:00:00","assembly","320"
"2021-04-01 00:00:00","c","2294"
"2021-04-01 00:00:00","c#","5892"
"2021-04-01 00:00:00","c++","3933"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","626"
"2021-04-01 00:00:00","java","7908"
"2021-04-01 00:00:00","javascript","15839"
"2021-04-01 00:00:00","perl","136"
"2021-04-01 00:00:00","php","4309"
"2021-04-01 00:00:00","python","22428"
"2021-04-01 00:00:00","r","4794"
"2021-04-01 00:00:00","ruby","517"
"2021-04-01 00:00:00","swift","2110"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2087"
"2021-05-01 00:00:00","c#","5727"
"2021-05-01 00:00:00","c++","4184"
"2021-05-01 00:00:00","delphi","169"
"2021-05-01 00:00:00","go","642"
"2021-05-01 00:00:00","java","7937"
"2021-05-01 00:00:00","javascript","15804"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4240"
"2021-05-01 00:00:00","python","22382"
"2021-05-01 00:00:00","r","4666"
"2021-05-01 00:00:00","ruby","400"
"2021-05-01 00:00:00","swift","1858"
"2021-06-01 00:00:00","assembly","260"
"2021-06-01 00:00:00","c","1866"
"2021-06-01 00:00:00","c#","5620"
"2021-06-01 00:00:00","c++","3815"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7575"
"2021-06-01 00:00:00","javascript","14987"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4068"
"2021-06-01 00:00:00","python","20869"
"2021-06-01 00:00:00","r","4282"
"2021-06-01 00:00:00","ruby","419"
"2021-06-01 00:00:00","swift","1790"
"2021-07-01 00:00:00","assembly","182"
"2021-07-01 00:00:00","c","1618"
"2021-07-01 00:00:00","c#","5201"
"2021-07-01 00:00:00","c++","3496"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","603"
"2021-07-01 00:00:00","java","6941"
"2021-07-01 00:00:00","javascript","14742"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3876"
"2021-07-01 00:00:00","python","20547"
"2021-07-01 00:00:00","r","4044"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1967"
"2021-08-01 00:00:00","assembly","161"
"2021-08-01 00:00:00","c","1530"
"2021-08-01 00:00:00","c#","5103"
"2021-08-01 00:00:00","c++","3237"
"2021-08-01 00:00:00","delphi","136"
"2021-08-01 00:00:00","go","745"
"2021-08-01 00:00:00","java","6746"
"2021-08-01 00:00:00","javascript","14618"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3855"
"2021-08-01 00:00:00","python","19813"
"2021-08-01 00:00:00","r","4032"
"2021-08-01 00:00:00","ruby","445"
"2021-08-01 00:00:00","swift","1891"
"2021-09-01 00:00:00","assembly","193"
"2021-09-01 00:00:00","c","1701"
"2021-09-01 00:00:00","c#","5052"
"2021-09-01 00:00:00","c++","3595"
"2021-09-01 00:00:00","delphi","134"
"2021-09-01 00:00:00","go","620"
"2021-09-01 00:00:00","java","6596"
"2021-09-01 00:00:00","javascript","14404"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","3677"
"2021-09-01 00:00:00","python","19014"
"2021-09-01 00:00:00","r","3901"
"2021-09-01 00:00:00","ruby","446"
"2021-09-01 00:00:00","swift","1620"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2089"
"2021-10-01 00:00:00","c#","5277"
"2021-10-01 00:00:00","c++","3714"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","699"
"2021-10-01 00:00:00","java","6559"
"2021-10-01 00:00:00","javascript","13817"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3577"
"2021-10-01 00:00:00","python","19775"
"2021-10-01 00:00:00","r","4172"
"2021-10-01 00:00:00","ruby","414"
"2021-10-01 00:00:00","swift","1565"
"2021-11-01 00:00:00","assembly","288"
"2021-11-01 00:00:00","c","2206"
"2021-11-01 00:00:00","c#","5588"
"2021-11-01 00:00:00","c++","3815"
"2021-11-01 00:00:00","delphi","140"
"2021-11-01 00:00:00","go","652"
"2021-11-01 00:00:00","java","6904"
"2021-11-01 00:00:00","javascript","13482"
"2021-11-01 00:00:00","perl","78"
"2021-11-01 00:00:00","php","3486"
"2021-11-01 00:00:00","python","20028"
"2021-11-01 00:00:00","r","4027"
"2021-11-01 00:00:00","ruby","393"
"2021-11-01 00:00:00","swift","1534"
"2021-12-01 00:00:00","assembly","266"
"2021-12-01 00:00:00","c","2102"
"2021-12-01 00:00:00","c#","5029"
"2021-12-01 00:00:00","c++","3574"
"2021-12-01 00:00:00","delphi","143"
"2021-12-01 00:00:00","go","724"
"2021-12-01 00:00:00","java","6181"
"2021-12-01 00:00:00","javascript","13079"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3239"
"2021-12-01 00:00:00","python","19037"
"2021-12-01 00:00:00","r","3539"
"2021-12-01 00:00:00","ruby","373"
"2021-12-01 00:00:00","swift","1423"
"2022-01-01 00:00:00","assembly","229"
"2022-01-01 00:00:00","c","1955"
"2022-01-01 00:00:00","c#","5269"
"2022-01-01 00:00:00","c++","3611"
"2022-01-01 00:00:00","delphi","135"
"2022-01-01 00:00:00","go","739"
"2022-01-01 00:00:00","java","6444"
"2022-01-01 00:00:00","javascript","13978"
"2022-01-01 00:00:00","perl","128"
"2022-01-01 00:00:00","php","3388"
"2022-01-01 00:00:00","python","19702"
"2022-01-01 00:00:00","r","3842"
"2022-01-01 00:00:00","ruby","443"
"2022-01-01 00:00:00","swift","1731"
"2022-02-01 00:00:00","assembly","214"
"2022-02-01 00:00:00","c","1679"
"2022-02-01 00:00:00","c#","5100"
"2022-02-01 00:00:00","c++","3197"
"2022-02-01 00:00:00","delphi","166"
"2022-02-01 00:00:00","go","646"
"2022-02-01 00:00:00","java","5933"
"2022-02-01 00:00:00","javascript","12829"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3109"
"2022-02-01 00:00:00","python","19263"
"2022-02-01 00:00:00","r","3912"
"2022-02-01 00:00:00","ruby","406"
"2022-02-01 00:00:00","swift","1600"
"2022-03-01 00:00:00","assembly","235"
"2022-03-01 00:00:00","c","1955"
"2022-03-01 00:00:00","c#","5680"
"2022-03-01 00:00:00","c++","3510"
"2022-03-01 00:00:00","delphi","120"
"2022-03-01 00:00:00","go","760"
"2022-03-01 00:00:00","java","6581"
"2022-03-01 00:00:00","javascript","13608"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3120"
"2022-03-01 00:00:00","python","20778"
"2022-03-01 00:00:00","r","4485"
"2022-03-01 00:00:00","ruby","444"
"2022-03-01 00:00:00","swift","1748"
"2022-04-01 00:00:00","assembly","246"
"2022-04-01 00:00:00","c","1745"
"2022-04-01 00:00:00","c#","5212"
"2022-04-01 00:00:00","c++","3495"
"2022-04-01 00:00:00","delphi","114"
"2022-04-01 00:00:00","go","716"
"2022-04-01 00:00:00","java","6385"
"2022-04-01 00:00:00","javascript","13504"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3186"
"2022-04-01 00:00:00","python","19881"
"2022-04-01 00:00:00","r","4179"
"2022-04-01 00:00:00","ruby","431"
"2022-04-01 00:00:00","swift","1455"
"2022-05-01 00:00:00","assembly","259"
"2022-05-01 00:00:00","c","1774"
"2022-05-01 00:00:00","c#","5502"
"2022-05-01 00:00:00","c++","3543"
"2022-05-01 00:00:00","delphi","119"
"2022-05-01 00:00:00","go","610"
"2022-05-01 00:00:00","java","6496"
"2022-05-01 00:00:00","javascript","13356"
"2022-05-01 00:00:00","perl","92"
"2022-05-01 00:00:00","php","3373"
"2022-05-01 00:00:00","python","19463"
"2022-05-01 00:00:00","r","4139"
"2022-05-01 00:00:00","ruby","437"
"2022-05-01 00:00:00","swift","1472"
"2022-06-01 00:00:00","assembly","239"
"2022-06-01 00:00:00","c","1564"
"2022-06-01 00:00:00","c#","5315"
"2022-06-01 00:00:00","c++","3095"
"2022-06-01 00:00:00","delphi","110"
"2022-06-01 00:00:00","go","681"
"2022-06-01 00:00:00","java","5729"
"2022-06-01 00:00:00","javascript","12679"
"2022-06-01 00:00:00","perl","123"
"2022-06-01 00:00:00","php","3203"
"2022-06-01 00:00:00","python","18825"
"2022-06-01 00:00:00","r","3890"
"2022-06-01 00:00:00","ruby","428"
"2022-06-01 00:00:00","swift","1518"
"2022-07-01 00:00:00","assembly","203"
"2022-07-01 00:00:00","c","1387"
"2022-07-01 00:00:00","c#","5236"
"2022-07-01 00:00:00","c++","3004"
"2022-07-01 00:00:00","delphi","116"
"2022-07-01 00:00:00","go","686"
"2022-07-01 00:00:00","java","5415"
"2022-07-01 00:00:00","javascript","12778"
"2022-07-01 00:00:00","perl","126"
"2022-07-01 00:00:00","php","3111"
"2022-07-01 00:00:00","python","19089"
"2022-07-01 00:00:00","r","3666"
"2022-07-01 00:00:00","ruby","405"
"2022-07-01 00:00:00","swift","1474"
"2022-08-01 00:00:00","assembly","161"
"2022-08-01 00:00:00","c","1438"
"2022-08-01 00:00:00","c#","5503"
"2022-08-01 00:00:00","c++","2971"
"2022-08-01 00:00:00","delphi","118"
"2022-08-01 00:00:00","go","797"
"2022-08-01 00:00:00","java","5327"
"2022-08-01 00:00:00","javascript","13119"
"2022-08-01 00:00:00","perl","117"
"2022-08-01 00:00:00","php","3118"
"2022-08-01 00:00:00","python","18745"
"2022-08-01 00:00:00","r","3787"
"2022-08-01 00:00:00","ruby","424"
"2022-08-01 00:00:00","swift","1491"
"2022-09-01 00:00:00","assembly","175"
"2022-09-01 00:00:00","c","1565"
"2022-09-01 00:00:00","c#","5026"
"2022-09-01 00:00:00","c++","2796"
"2022-09-01 00:00:00","delphi","132"
"2022-09-01 00:00:00","go","791"
"2022-09-01 00:00:00","java","5108"
"2022-09-01 00:00:00","javascript","12001"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","2854"
"2022-09-01 00:00:00","python","17246"
"2022-09-01 00:00:00","r","3561"
"2022-09-01 00:00:00","ruby","407"
"2022-09-01 00:00:00","swift","1515"
"2022-10-01 00:00:00","assembly","241"
"2022-10-01 00:00:00","c","1994"
"2022-10-01 00:00:00","c#","5760"
"2022-10-01 00:00:00","c++","3176"
"2022-10-01 00:00:00","delphi","153"
"2022-10-01 00:00:00","go","734"
"2022-10-01 00:00:00","java","6444"
"2022-10-01 00:00:00","javascript","13986"
"2022-10-01 00:00:00","perl","82"
"2022-10-01 00:00:00","php","3333"
"2022-10-01 00:00:00","python","21878"
"2022-10-01 00:00:00","r","4526"
"2022-10-01 00:00:00","ruby","434"
"2022-10-01 00:00:00","swift","1611"
"2022-11-01 00:00:00","assembly","287"
"2022-11-01 00:00:00","c","2166"
"2022-11-01 00:00:00","c#","5987"
"2022-11-01 00:00:00","c++","3271"
"2022-11-01 00:00:00","delphi","115"
"2022-11-01 00:00:00","go","751"
"2022-11-01 00:00:00","java","6762"
"2022-11-01 00:00:00","javascript","14284"
"2022-11-01 00:00:00","perl","110"
"2022-11-01 00:00:00","php","3337"
"2022-11-01 00:00:00","python","22721"
"2022-11-01 00:00:00","r","4619"
"2022-11-01 00:00:00","ruby","464"
"2022-11-01 00:00:00","swift","1663"
"2022-12-01 00:00:00","assembly","283"
"2022-12-01 00:00:00","c","1850"
"2022-12-01 00:00:00","c#","5316"
"2022-12-01 00:00:00","c++","2849"
"2022-12-01 00:00:00","delphi","86"
"2022-12-01 00:00:00","go","627"
"2022-12-01 00:00:00","java","5948"
"2022-12-01 00:00:00","javascript","12483"
"2022-12-01 00:00:00","perl","95"
"2022-12-01 00:00:00","php","2871"
"2022-12-01 00:00:00","python","19232"
"2022-12-01 00:00:00","r","3679"
"2022-12-01 00:00:00","ruby","392"
"2022-12-01 00:00:00","swift","1462"
"2023-01-01 00:00:00","assembly","239"
"2023-01-01 00:00:00","c","1508"
"2023-01-01 00:00:00","c#","5349"
"2023-01-01 00:00:00","c++","2643"
"2023-01-01 00:00:00","delphi","114"
"2023-01-01 00:00:00","go","732"
"2023-01-01 00:00:00","java","5740"
"2023-01-01 00:00:00","javascript","12201"
"2023-01-01 00:00:00","perl","75"
"2023-01-01 00:00:00","php","3059"
"2023-01-01 00:00:00","python","17982"
"2023-01-01 00:00:00","r","3749"
"2023-01-01 00:00:00","ruby","372"
"2023-01-01 00:00:00","swift","1437"
"2023-02-01 00:00:00","assembly","188"
"2023-02-01 00:00:00","c","1307"
"2023-02-01 00:00:00","c#","4750"
"2023-02-01 00:00:00","c++","2216"
"2023-02-01 00:00:00","delphi","133"
"2023-02-01 00:00:00","go","656"
"2023-02-01 00:00:00","java","5178"
"2023-02-01 00:00:00","javascript","10443"
"2023-02-01 00:00:00","perl","79"
"2023-02-01 00:00:00","php","2418"
"2023-02-01 00:00:00","python","15696"
"2023-02-01 00:00:00","r","3803"
"2023-02-01 00:00:00","ruby","340"
"2023-02-01 00:00:00","swift","1293"
"2023-03-01 00:00:00","assembly","179"
"2023-03-01 00:00:00","c","1264"
"2023-03-01 00:00:00","c#","4898"
"2023-03-01 00:00:00","c++","2564"
"2023-03-01 00:00:00","delphi","143"
"2023-03-01 00:00:00","go","638"
"2023-03-01 00:00:00","java","5525"
"2023-03-01 00:00:00","javascript","10513"
"2023-03-01 00:00:00","perl","95"
"2023-03-01 00:00:00","php","2277"
"2023-03-01 00:00:00","python","15482"
"2023-03-01 00:00:00","r","3829"
"2023-03-01 00:00:00","ruby","300"
"2023-03-01 00:00:00","swift","1363"
"2023-04-01 00:00:00","assembly","196"
"2023-04-01 00:00:00","c","1186"
"2023-04-01 00:00:00","c#","3839"
"2023-04-01 00:00:00","c++","1962"
"2023-04-01 00:00:00","delphi","121"
"2023-04-01 00:00:00","go","512"
"2023-04-01 00:00:00","java","4474"
"2023-04-01 00:00:00","javascript","8291"
"2023-04-01 00:00:00","perl","56"
"2023-04-01 00:00:00","php","1933"
"2023-04-01 00:00:00","python","12424"
"2023-04-01 00:00:00","r","3098"
"2023-04-01 00:00:00","ruby","220"
"2023-04-01 00:00:00","swift","1090"
"2023-05-01 00:00:00","assembly","174"
"2023-05-01 00:00:00","c","1049"
"2023-05-01 00:00:00","c#","3835"
"2023-05-01 00:00:00","c++","1782"
"2023-05-01 00:00:00","delphi","114"
"2023-05-01 00:00:00","go","417"
"2023-05-01 00:00:00","java","4183"
"2023-05-01 00:00:00","javascript","7775"
"2023-05-01 00:00:00","perl","54"
"2023-05-01 00:00:00","php","1971"
"2023-05-01 00:00:00","python","11802"
"2023-05-01 00:00:00","r","2866"
"2023-05-01 00:00:00","ruby","255"
"2023-05-01 00:00:00","swift","998"
"2023-06-01 00:00:00","assembly","155"
"2023-06-01 00:00:00","c","889"
"2023-06-01 00:00:00","c#","3815"
"2023-06-01 00:00:00","c++","1815"
"2023-06-01 00:00:00","delphi","117"
"2023-06-01 00:00:00","go","521"
"2023-06-01 00:00:00","java","4295"
"2023-06-01 00:00:00","javascript","7540"
"2023-06-01 00:00:00","perl","54"
"2023-06-01 00:00:00","php","1906"
"2023-06-01 00:00:00","python","11290"
"2023-06-01 00:00:00","r","2667"
"2023-06-01 00:00:00","ruby","226"
"2023-06-01 00:00:00","swift","1133"
"2023-07-01 00:00:00","assembly","163"
"2023-07-01 00:00:00","c","919"
"2023-07-01 00:00:00","c#","3882"
"2023-07-01 00:00:00","c++","1858"
"2023-07-01 00:00:00","delphi","99"
"2023-07-01 00:00:00","go","526"
"2023-07-01 00:00:00","java","4083"
"2023-07-01 00:00:00","javascript","7559"
"2023-07-01 00:00:00","perl","69"
"2023-07-01 00:00:00","php","1754"
"2023-07-01 00:00:00","python","11191"
"2023-07-01 00:00:00","r","2364"
"2023-07-01 00:00:00","ruby","224"
"2023-07-01 00:00:00","swift","1158"
"2023-08-01 00:00:00","assembly","144"
"2023-08-01 00:00:00","c","876"
"2023-08-01 00:00:00","c#","3682"
"2023-08-01 00:00:00","c++","1688"
"2023-08-01 00:00:00","delphi","106"
"2023-08-01 00:00:00","go","499"
"2023-08-01 00:00:00","java","3870"
"2023-08-01 00:00:00","javascript","6872"
"2023-08-01 00:00:00","perl","48"
"2023-08-01 00:00:00","php","1807"
"2023-08-01 00:00:00","python","10383"
"2023-08-01 00:00:00","r","2364"
"2023-08-01 00:00:00","ruby","204"
"2023-08-01 00:00:00","swift","988"
"2023-09-01 00:00:00","assembly","179"
"2023-09-01 00:00:00","c","1033"
"2023-09-01 00:00:00","c#","3566"
"2023-09-01 00:00:00","c++","1988"
"2023-09-01 00:00:00","delphi","116"
"2023-09-01 00:00:00","go","513"
"2023-09-01 00:00:00","java","4065"
"2023-09-01 00:00:00","javascript","6722"
"2023-09-01 00:00:00","perl","70"
"2023-09-01 00:00:00","php","2099"
"2023-09-01 00:00:00","python","10306"
"2023-09-01 00:00:00","r","2197"
"2023-09-01 00:00:00","ruby","214"
"2023-09-01 00:00:00","swift","998"
